[Gene ID]	[Transcript ID]	[Product Description]	[Gene Type]	[Gene Name or Symbol]	[Entrez Gene ID]	[UniProt ID]	
PF3D7_0808400	PF3D7_0808400.1	coatomer subunit epsilon, putative	protein coding	SEC28	2655241	C0H4T1	
PF3D7_0808500	PF3D7_0808500.1	Plasmodium RNA of unknown function RUF6	non protein coding	N/A	N/A	N/A	
PF3D7_0808600	PF3D7_0808600.1	erythrocyte membrane protein 1, PfEMP1	protein coding	VAR	4794195	Q8IAS3	
PF3D7_0808700	PF3D7_0808700.1	erythrocyte membrane protein 1, PfEMP1	protein coding	VAR	2655304	Q8IAS4	
PF3D7_0808800	PF3D7_0808800.1	rifin	protein coding	RIF	4794194	Q8IAS5	
PF3D7_0808900	PF3D7_0808900.1	rifin	protein coding	RIF	2655307	Q8IAS6	
PF3D7_0809000	PF3D7_0809000.1	Plasmodium RNA of unknown function RUF6	non protein coding	N/A	N/A	N/A	
PF3D7_0809100	PF3D7_0809100.1	erythrocyte membrane protein 1, PfEMP1	protein coding	VAR	2655303	Q8IAS7	
PF3D7_0809200	PF3D7_0809200.1	asparagine-rich antigen Pfa55-14	protein coding	pfa55-14	2655301	Q8IAS8	
PF3D7_0809300	PF3D7_0809300.1	unspecified product	non protein coding	N/A	N/A	N/A	
PF3D7_0809400	PF3D7_0809400.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655300	Q8IAS9	
PF3D7_0809500	PF3D7_0809500.1	histone acetyltransferase subunit NuA4, putative	protein coding	N/A	2655238	C0H4T2	
PF3D7_0809600	PF3D7_0809600.1	peptidase family C50, putative	protein coding	N/A	2655237	C0H4T3	
PF3D7_0809700	PF3D7_0809700.1	RuvB-like helicase 1	protein coding	RUVB1	2655299	Q8IAT2	
PF3D7_0809800	PF3D7_0809800.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655236	C0H4T4	
PF3D7_0809900	PF3D7_0809900.1	JmjC domain containing protein	protein coding	JmjC1	2655235	Q8IAT4	
PF3D7_0810000	PF3D7_0810000.1	acyl-CoA binding protein, putative	protein coding	N/A	2655298	Q8IAT5	
PF3D7_0810100	PF3D7_0810100.1	apicoplast ribosomal protein L33 precursor, putative	protein coding	N/A	2655253	C0H4T5	
PF3D7_0810200	PF3D7_0810200.1	ABC1 family, putative	protein coding	ABCK1	2655297	Q8IAT7	
PF3D7_0810300	PF3D7_0810300.1	protein phosphatase PPM5, putative	protein coding	PPM5	2655471	C0H4T6	
PF3D7_0810400	PF3D7_0810400.1	aquaporin, putative	protein coding	AQP2	2655296	C0H4T7	
PF3D7_0810500	PF3D7_0810500.1	protein phosphatase PPM7, putative	protein coding	PPM7	2655394	Q8IAU0	
PF3D7_0810600	PF3D7_0810600.1	ATP-dependent RNA helicase DBP1, putative	protein coding	DBP1	2655295	Q8IAU1	
PF3D7_0810700	PF3D7_0810700.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655374	C0H4T8	
PF3D7_0810800	PF3D7_0810800.1	hydroxymethyldihydropterin pyrophosphokinase-dihydropteroate synthase	protein coding	PPPK-DHPS	2655294	Q8IAU3	
PF3D7_0810900	PF3D7_0810900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655373	Q8IAU4	
PF3D7_0810900	PF3D7_0810900.2	conserved Plasmodium protein, unknown function	protein coding	N/A	2655373	Q8IAU4	
PF3D7_0811000	PF3D7_0811000.1	cullin-1, putative	protein coding	CUL1	2655293	Q8IAU5	
PF3D7_0811100	PF3D7_0811100.1	mitochondrial carrier protein, putative	protein coding	N/A	2655292	Q8IAU6	
PF3D7_0811200	PF3D7_0811200.1	ER membrane protein complex subunit 1, putative	protein coding	EMC1	2655239	Q8IAU7	
PF3D7_0811300	PF3D7_0811300.1	CCR4-associated factor 1	protein coding	CAF1	2655222	C0H4T9	
PF3D7_0811400	PF3D7_0811400.1	conserved protein, unknown function	protein coding	N/A	2655221	C0H4U0	
PF3D7_0811500	PF3D7_0811500.1	histone-arginine methyltransferase CARM1, putative	protein coding	CARM1	2655291	Q8IAV0	
PF3D7_0811600	PF3D7_0811600.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655290	Q8IAV1	
PF3D7_0811700	PF3D7_0811700.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655289	Q8IAV2	
PF3D7_0811800	PF3D7_0811800.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655244	Q8IAV3	
PF3D7_0811900	PF3D7_0811900.1	RNA-binding protein, putative	protein coding	N/A	2655243	C0H4U1	
PF3D7_0812000	PF3D7_0812000.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655216	Q8IAV5	
PF3D7_0812100	PF3D7_0812100.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655288	Q8IAV6	
PF3D7_0812200	PF3D7_0812200.1	trypsin-like serine protease, putative	protein coding	N/A	2655450	C0H4U2	
PF3D7_0812220	PF3D7_0812220.1	GTPase, putative	protein coding	N/A	N/A	N/A	
PF3D7_0812300	PF3D7_0812300.1	sporozoite surface protein 3, putative	protein coding	SSP3	2655287	Q8IAV9	
PF3D7_0812400	PF3D7_0812400.1	karyopherin alpha	protein coding	KARalpha	2655286	Q8IAW0	
PF3D7_0812500	PF3D7_0812500.1	RNA-binding protein, putative	protein coding	N/A	2655285	Q8IAW1	
PF3D7_0812600	PF3D7_0812600.1	ubiquitin-conjugating enzyme, putative	protein coding	N/A	2655284	Q8IAW2	
PF3D7_0812700	PF3D7_0812700.1	RNA-binding protein (U1 snRNP-like), putative	protein coding	N/A	2655283	Q8IAW3	
PF3D7_0812800	PF3D7_0812800.1	conserved Plasmodium protein, unknown function	protein coding	N/A	9221951	C0H4U3	
PF3D7_0812900	PF3D7_0812900.1	probable protein, unknown function	protein coding	N/A	2655448	Q8IAW4	
PF3D7_0813000	PF3D7_0813000.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655282	Q8IAW5	
PF3D7_0813100	PF3D7_0813100.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655281	Q8IAW6	
PF3D7_0813200	PF3D7_0813200.1	CS domain protein, putative	protein coding	N/A	2655447	Q8IAW7	
PF3D7_0813300	PF3D7_0813300.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655446	C0H4U4	
PF3D7_0813400	PF3D7_0813400.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655280	C0H4U5	
PF3D7_0813500	PF3D7_0813500.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655279	Q8IAX1	
PF3D7_0813600	PF3D7_0813600.1	translation initiation factor SUI1, putative	protein coding	N/A	2655278	Q8IAX2	
PF3D7_0813700	PF3D7_0813700.1	ABC transporter F family member 1, putative	protein coding	ABCF1	2655277	Q8IAX3	
PF3D7_0813800	PF3D7_0813800.1	GDP-mannose 4,6-dehydratase	protein coding	GMD	2655276	Q8IAX4	
PF3D7_0813900	PF3D7_0813900.1	40S ribosomal protein S16, putative	protein coding	N/A	2655275	Q8IAX5	
PF3D7_0814000	PF3D7_0814000.1	60S ribosomal protein L13-2, putative	protein coding	N/A	2655274	Q8IAX6	
PF3D7_0814100	PF3D7_0814100.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655444	C0H4U6	
PF3D7_0814200	PF3D7_0814200.1	DNA/RNA-binding protein Alba 1	protein coding	ALBA1	2655273	Q8IAX8	
PF3D7_0814300	PF3D7_0814300.1	ATPase, putative	protein coding	N/A	2655443	Q8IAX9	
PF3D7_0814400	PF3D7_0814400.1	phospholipase DDHD1, putative	protein coding	N/A	2655442	Q8IAY0	
PF3D7_0814500	PF3D7_0814500.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655439	Q8IAY2	
PF3D7_0814600	PF3D7_0814600.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655272	Q8IAY3	
PF3D7_0814700	PF3D7_0814700.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655271	Q8IAY4	
PF3D7_0814900	PF3D7_0814900.1	superoxide dismutase [Fe]	protein coding	FeSOD	2655270	Q8IAY6	
PF3D7_0815000	PF3D7_0815000.1	selenoprotein	protein coding	Sel3	2655437	C0Z3M4	
PF3D7_0815100	PF3D7_0815100.1	RAP protein, putative	protein coding	N/A	2655269	Q8IAY8	
PF3D7_0815200	PF3D7_0815200.1	importin beta, putative	protein coding	N/A	2655268	Q8IAY9	
PF3D7_0815300	PF3D7_0815300.1	FAD-dependent monooxygenase, putative	protein coding	N/A	2655267	Q8IAZ0	
PF3D7_0815400	PF3D7_0815400.1	conserved Apicomplexan protein, unknown function	protein coding	N/A	2655436	Q8IAZ1	
PF3D7_0815500	PF3D7_0815500.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655435	Q8IAZ2	
PF3D7_0815600	PF3D7_0815600.1	eukaryotic translation initiation factor 3 subunit G, putative	protein coding	EIF3G	2655434	Q8IAZ3	
PF3D7_0815700	PF3D7_0815700.1	ubiquitin	protein coding	Ub	2655266	C0H4U7	
PF3D7_0815800	PF3D7_0815800.1	vacuolar protein sorting-associated protein 9, putative	protein coding	VPS9	2655433	Q8IAZ5	
PF3D7_0815900	PF3D7_0815900.1	dihydrolipoyl dehydrogenase, apicoplast	protein coding	aLipDH	2655265	Q8IAZ6	
PF3D7_0816000	PF3D7_0816000.1	ribosome assembly protein RRB1, putative	protein coding	RRB1	2655264	Q8IAZ7	
PF3D7_0816100	PF3D7_0816100.1	phosphopantothenoylcysteine decarboxylase, putative	protein coding	N/A	2655432	Q8IAZ8	
PF3D7_0816200	PF3D7_0816200.1	vacuolar protein sorting-associated protein 2, putative	protein coding	VPS2	2655263	Q8IAZ9	
PF3D7_0816300	PF3D7_0816300.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655431	C0H4U8	
PF3D7_0816400	PF3D7_0816400.1	EF-hand calcium-binding domain-containing protein	protein coding	N/A	2655429	C0H4U9	
PF3D7_0816500	PF3D7_0816500.1	small heat shock protein HSP20, putative	protein coding	HSP20	2655428	Q8IB02	
PF3D7_0816600	PF3D7_0816600.1	chaperone protein ClpB1	protein coding	ClpB1	2655262	Q8IB03	
PF3D7_0816700	PF3D7_0816700.1	trafficking protein particle complex subunit 2-like protein, putative	protein coding	TRAPPC2L	2655427	C0H4V0	
PF3D7_0816800	PF3D7_0816800.1	meiotic recombination protein DMC1, putative	protein coding	DMC1	2655426	Q8IB05	
PF3D7_0816900	PF3D7_0816900.1	adenylate kinase 2	protein coding	AK2	2655261	Q8IB06	
PF3D7_0817000	PF3D7_0817000.1	NEDD8-activating enzyme E1 catalytic subunit, putative	protein coding	N/A	2655425	C0H4V1	
PF3D7_0817100	PF3D7_0817100.1	tRNA modification GTPase, putative	protein coding	N/A	9221950	C0H4V2	
PF3D7_0817200	PF3D7_0817200.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655482	Q8IB08	
PF3D7_0817300	PF3D7_0817300.1	asparagine-rich antigen	protein coding	N/A	2655260	Q8IB09	
PF3D7_0817400	PF3D7_0817400.1	phosphatase, putative	protein coding	N/A	2655424	C0H4V3	
PF3D7_0817500	PF3D7_0817500.1	protein kinase c inhibitor-like protein, putative	protein coding	N/A	2655259	Q7K6B1	
PF3D7_0817600	PF3D7_0817600.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655258	Q8IB11	
PF3D7_0817700	PF3D7_0817700.1	rhoptry neck protein 5	protein coding	RON5	2655423	C0H4V4	
PF3D7_0817800	PF3D7_0817800.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655257	Q8IB13	
PF3D7_0817900	PF3D7_0817900.1	high mobility group protein B2	protein coding	HMGB2	2655422	Q8IB14	
PF3D7_0818000	PF3D7_0818000.1	conserved protein, unknown function	protein coding	N/A	2655421	C0H4V5	
PF3D7_0818100	PF3D7_0818100.1	zinc finger protein, putative	protein coding	N/A	2655420	Q8IB16	
PF3D7_0818200	PF3D7_0818200.1	14-3-3 protein	protein coding	14-3-3I	2655418	C0H4V6	
PF3D7_0818300	PF3D7_0818300.1	dynactin subunit 6, putative	protein coding	N/A	2655417	Q8IB18	
PF3D7_0818400	PF3D7_0818400.1	rRNA-processing protein FCF1, putative	protein coding	FCF1	2655393	C0H4V7	
PF3D7_0818500	PF3D7_0818500.1	zinc finger protein, putative	protein coding	N/A	2655256	Q8IB20	
PF3D7_0818600	PF3D7_0818600.1	BEM46-like protein, putative	protein coding	PBLP	2655392	N/A	
PF3D7_0818700	PF3D7_0818700.1	DNA helicase, putative	protein coding	N/A	2655391	C0H4V8	
PF3D7_0818800	PF3D7_0818800.1	U3 small nucleolar ribonucleoprotein protein IMP4, putative	protein coding	IMP4	2655255	Q8IB23	
PF3D7_0818900	PF3D7_0818900.1	heat shock protein 70	protein coding	HSP70	2655254	Q8IB24	
PF3D7_0819000	PF3D7_0819000.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655390	Q8IB25	
PF3D7_0819100	PF3D7_0819100.1	BRIX domain, putative	protein coding	N/A	2655504	Q8IB26	
PF3D7_0819200	PF3D7_0819200.1	perforin-like protein 5	protein coding	PLP5	2655503	Q8IB27	
PF3D7_0819300	PF3D7_0819300.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655502	C0H4V9	
PF3D7_0819400	PF3D7_0819400.1	perforin-like protein 4	protein coding	PLP4	2655501	Q8IB29	
PF3D7_0819500	PF3D7_0819500.1	conserved protein, unknown function	protein coding	N/A	2655389	C0H4W0	
PF3D7_0819600	PF3D7_0819600.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655388	Q8IB31	
PF3D7_0819700	PF3D7_0819700.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655344	C0H4W1	
PF3D7_0819800	PF3D7_0819800.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655343	Q8IB33	
PF3D7_0819900	PF3D7_0819900.1	U6 snRNA-associated Sm-like protein LSm3, putative	protein coding	LSM3	2655500	C0H4W2	
PF3D7_0820000	PF3D7_0820000.1	Snf2-related CBP activator, putative	protein coding	SRCAP	2655499	C0H4W3	
PF3D7_0820100	PF3D7_0820100.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655341	C0H4W4	
PF3D7_0820200	PF3D7_0820200.1	phosphatidylglycerophosphate synthase	protein coding	PGPS	2655340	Q8IB37	
PF3D7_0820300	PF3D7_0820300.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655498	Q8IB38	
PF3D7_0820400	PF3D7_0820400.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655497	Q8IB39	
PF3D7_0820500	PF3D7_0820500.1	C-13 antigen	protein coding	N/A	2655339	Q8IB40	
PF3D7_0820600	PF3D7_0820600.1	conserved Plasmodium membrane protein, unknown function	protein coding	N/A	2655338	Q8IB41	
PF3D7_0820700	PF3D7_0820700.1	2-oxoglutarate dehydrogenase E1 component	protein coding	KDH	2655496	Q8I6S5	
PF3D7_0820800	PF3D7_0820800.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655337	Q8IB42	
PF3D7_0820900	PF3D7_0820900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655353	Q8IB43	
PF3D7_0821000	PF3D7_0821000.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655352	Q8IB44	
PF3D7_0821100	PF3D7_0821100.1	protein kinase 1	protein coding	PK1	2655495	C0H4W5	
PF3D7_0821200	PF3D7_0821200.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655494	Q8IB46	
PF3D7_0821300	PF3D7_0821300.1	ATP-dependent RNA helicase DHX36, putative	protein coding	DHX36	2655493	Q8IB47	
PF3D7_0821400	PF3D7_0821400.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655351	Q8IB48	
PF3D7_0821500	PF3D7_0821500.1	ribosomal RNA small subunit methyltransferase NEP1, putative	protein coding	NEP1	2655492	Q8IB49	
PF3D7_0821600	PF3D7_0821600.1	clp1-related protein, putative	protein coding	N/A	2655491	Q8IB50	
PF3D7_0821700	PF3D7_0821700.1	60S ribosomal protein L22, putative	protein coding	N/A	2655490	Q8IB51	
PF3D7_0821800	PF3D7_0821800.1	protein transport protein SEC61 subunit beta, putative	protein coding	SEC61B	2655350	C0H4W6	
PF3D7_0821900	PF3D7_0821900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655349	C0H4W7	
PF3D7_0822000	PF3D7_0822000.1	mitochondrial ribosomal protein L4 precursor, putative	protein coding	N/A	2655489	Q8IB54	
PF3D7_0822100	PF3D7_0822100.1	mediator of RNA polymerase II transcription subunit 7, putative	protein coding	MED7	2655488	Q8IB55	
PF3D7_0822200	PF3D7_0822200.1	conserved Plasmodium membrane protein, unknown function	protein coding	N/A	2655347	C0H4W8	
PF3D7_0822300	PF3D7_0822300.1	small nuclear ribonucleoprotein G, putative	protein coding	SNRPG	2655346	Q8IB57	
PF3D7_0822400	PF3D7_0822400.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655345	C0H4W9	
PF3D7_0822500	PF3D7_0822500.1	dynein light chain 1	protein coding	DLC1	2655387	Q8IB59	
PF3D7_0822600	PF3D7_0822600.1	protein transport protein SEC23	protein coding	SEC23	2655487	Q8IB60	
PF3D7_0822700	PF3D7_0822700.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655386	C0H4X0	
PF3D7_0822800	PF3D7_0822800.1	U5 snrnp-specific protein, putative	protein coding	N/A	2655384	C0H4X1	
PF3D7_0822900	PF3D7_0822900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655486	Q8IB63	
PF3D7_0823000	PF3D7_0823000.1	serine/threonine protein kinase VPS15, putative	protein coding	VPS15	2655383	Q8IB64	
PF3D7_0823100	PF3D7_0823100.1	RWD domain-containing protein, putative	protein coding	N/A	2655382	C0H4X2	
PF3D7_0823200	PF3D7_0823200.1	RNA-binding protein, putative	protein coding	N/A	2655381	Q8IB66	
PF3D7_0823300	PF3D7_0823300.1	histone acetyltransferase GCN5	protein coding	GCN5	2655485	Q8IB67	
PF3D7_0823400	PF3D7_0823400.1	alpha/beta hydrolase, putative	protein coding	N/A	2655379	C0H4X3	
PF3D7_0823500	PF3D7_0823500.1	inner membrane complex protein 1i, putative	protein coding	IMC1i	2655484	Q8IB69	
PF3D7_0823600	PF3D7_0823600.1	lipoate-protein ligase B	protein coding	LipB	2655378	Q8IB70	
PF3D7_0823700	PF3D7_0823700.1	mitochondrial import receptor subunit TOM7, putative	protein coding	TOM7	2655377	Q8IB71	
PF3D7_0823800	PF3D7_0823800.1	DnaJ protein, putative	protein coding	N/A	2655483	Q8IB72	
PF3D7_0823900	PF3D7_0823900.1	dicarboxylate/tricarboxylate carrier	protein coding	DTC	2655481	Q8IB73	
PF3D7_0824000	PF3D7_0824000.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655480	Q8IB74	
PF3D7_0824100	PF3D7_0824100.1	exonuclease, putative	protein coding	N/A	2655376	Q8IB75	
PF3D7_0824200	PF3D7_0824200.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655375	C0H4X4	
PF3D7_0824300	PF3D7_0824300.1	GTP-binding protein, putative	protein coding	N/A	2655416	Q8IB77	
PF3D7_0824400	PF3D7_0824400.1	nucleoside transporter 2	protein coding	NT2	2655415	Q8IB78	
PF3D7_0824500	PF3D7_0824500.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655479	Q8IB79	
PF3D7_0824600	PF3D7_0824600.1	Fe-S cluster assembly protein DRE2, putative	protein coding	DRE2	2655414	C0H4X5	
PF3D7_0824700	PF3D7_0824700.1	lipase maturation factor, putative	protein coding	LMF1	2655413	C0H4X6	
PF3D7_0824800	PF3D7_0824800.1	conserved Plasmodium membrane protein, unknown function	protein coding	N/A	2655478	Q8IB82	
PF3D7_0824900	PF3D7_0824900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655477	Q8IB83	
PF3D7_0825000	PF3D7_0825000.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655411	C0H4X7	
PF3D7_0825100	PF3D7_0825100.1	ankyrin-repeat protein, putative	protein coding	N/A	2655234	Q8IB85	
PF3D7_0825200	PF3D7_0825200.1	translation initiation factor IF-3	protein coding	IF3a	2655233	Q8IB86	
PF3D7_0825300	PF3D7_0825300.1	conserved protein, unknown function	protein coding	N/A	2655232	Q8IB87	
PF3D7_0825400	PF3D7_0825400.1	conserved Apicomplexan protein, unknown function	protein coding	N/A	9221948	C0H4X8	
PF3D7_0825500	PF3D7_0825500.1	protein KRI1, putative	protein coding	KRI1	2655476	Q8IB88	
PF3D7_0825600	PF3D7_0825600.1	cytochrome c oxidase assembly protein, putative	protein coding	N/A	2655475	Q8IB89	
PF3D7_0825700	PF3D7_0825700.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655474	Q8IB90	
PF3D7_0825800	PF3D7_0825800.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655231	C0H4X9	
PF3D7_0825900	PF3D7_0825900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655473	Q8IB92	
PF3D7_0826000	PF3D7_0826000.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655230	Q8IB93	
PF3D7_0826100	PF3D7_0826100.1	E3 ubiquitin-protein ligase, putative	protein coding	N/A	2655229	Q8IB94	
PF3D7_0826200	PF3D7_0826200.1	alpha/beta hydrolase, putative	protein coding	N/A	2655472	Q8IB95	
PF3D7_0826300	PF3D7_0826300.1	SPRY domain, putative	protein coding	N/A	2655470	Q8IB96	
PF3D7_0826400	PF3D7_0826400.1	dehydrodolichyl diphosphate synthetase, putative	protein coding	N/A	2655228	Q8IB97	
PF3D7_0826500	PF3D7_0826500.1	ubiquitin conjugation factor E4 B, putative	protein coding	UBE4B	2655469	C0H4Y0	
PF3D7_0826600	PF3D7_0826600.1	SNARE protein, putative	protein coding	VAMP7	2655227	Q8IB99	
PF3D7_0826700	PF3D7_0826700.1	receptor for activated c kinase	protein coding	RACK	2655468	Q8IBA0	
PF3D7_0826800	PF3D7_0826800.1	small nucleolar RNA snoR05	snoRNA encoding	N/A	N/A	N/A	
PF3D7_0826900	PF3D7_0826900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655366	C0H4Y1	
PF3D7_0827000	PF3D7_0827000.1	ATP-dependent RNA helicase DBP10, putative	protein coding	DBP10	2655364	Q8IBA2	
PF3D7_0827100	PF3D7_0827100.1	translation initiation factor IF-2, putative	protein coding	IF2c	2655467	Q8IBA3	
PF3D7_0827200	PF3D7_0827200.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655466	Q8IBA4	
PF3D7_0827300	PF3D7_0827300.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655465	Q8IBA5	
PF3D7_0827400	PF3D7_0827400.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655464	Q8IBA6	
PF3D7_0827500	PF3D7_0827500.1	apicoplast ribosomal protein L21 precursor, putative	protein coding	N/A	2655463	C0H4Y5	
PF3D7_0827600	PF3D7_0827600.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655363	Q8IBA8	
PF3D7_0827700	PF3D7_0827700.1	magnesium transporter, putative	protein coding	N/A	2655462	Q8IBA9	
PF3D7_0827800	PF3D7_0827800.1	SET domain protein, putative	protein coding	SET3	2655461	Q8IBB0	
PF3D7_0827900	PF3D7_0827900.1	protein disulfide isomerase	protein coding	PDI8	2655362	C0H4Y6	
PF3D7_0828000	PF3D7_0828000.1	rhomboid protease ROM3	protein coding	ROM3	2655357	C0H4Y7	
PF3D7_0828100	PF3D7_0828100.1	conserved Plasmodium protein, unknown function	protein coding	N/A	2655396	Q8IBB2	
PF3D7_0828200	PF3D7_0828200.1	leucine--tRNA ligase, putative	protein coding	N/A	2655460	Q8IBB3	
